token,speaker,class,vowel,coda,Stimulus,vowelcoda,classvowelcoda,word,wavname,textgridname,duration,measurement_no,f1,f2,f3,f4,f5,f1.tag,f2.tag,f3.tag,f4.tag,f5.tag,f1wtag,f2wtag,f3wtag,f4wtag,f5wtag,f1ntag,f2ntag,f3ntag,f4ntag,f5ntag
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,1,502.822053,900.9227139,2594.965675,3501.144165,4366.132723,,,1,1,1,,,2594.965675,3501.144165,4366.132723,,,,,
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,2,530.5450186,933.6384439,2594.965675,3501.144165,4297.482838,,,,1,1,,,,3501.144165,4297.482838,,,,,
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,3,531.6080635,947.3684211,2566.17977,3501.144165,4256.292906,,,1,1,1,,,2566.17977,3501.144165,4256.292906,,,,,
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,4,538.4108328,1016.018307,2553.775744,3501.144165,4242.562929,,,1,1,1,,,2553.775744,3501.144165,4242.562929,,,,,
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,5,539.3208131,1099.157598,2553.775744,3501.144165,4209.307213,,,1,1,1,,,2553.775744,3501.144165,4209.307213,,,,,
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,6,542.4545704,1167.048055,2567.505721,3501.144165,4160.183066,,,1,1,1,,,2567.505721,3501.144165,4160.183066,,,,,
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,7,537.6511243,1235.22787,2608.695652,3501.144165,4146.453089,,,,1,1,,,,3501.144165,4146.453089,,,,,
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,8,522.1192066,1300.733975,2622.425629,3498.79649,4123.546056,,,,1,1,,,,3498.79649,4123.546056,,,,,
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,9,497.6783133,1345.537757,2622.425629,3473.684211,4105.263158,,1,,1,1,,1345.537757,,3473.684211,4105.263158,,,,,
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,10,451.9710684,1349.52934,2608.695652,3473.684211,4054.174457,,1,,1,,,1349.52934,,3473.684211,,,,,,
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,11,398.1693364,1407.658273,2608.695652,3473.684211,4009.153318,1,1,1,2,1,398.1693364,1407.658273,2608.695652,,4009.153318,,,,3473.684211,
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,12,398.1693364,1487.339973,2622.425629,3473.684211,4009.153318,1,1,1,2,2,398.1693364,1487.339973,2622.425629,,,,,,3473.684211,4009.153318
34,W1,W,/u/,vc,hut,uvc,Wuvc,bud,bud_W11SF.wav,bud_W11SF.TextGrid,0.220592777,13,398.1693364,1578.947368,2622.425629,3474.76678,4009.153318,1,1,1,2,2,398.1693364,1578.947368,2622.425629,,,,,,3474.76678,4009.153318
