token,speaker,class,vowel,coda,Stimulus,vowelcoda,classvowelcoda,word,wavname,textgridname,duration,measurement_no,f1,f2,f3,f4,f5,f1.tag,f2.tag,f3.tag,f4.tag,f5.tag,f1wtag,f2wtag,f3wtag,f4wtag,f5wtag,f1ntag,f2ntag,f3ntag,f4ntag,f5ntag
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,7,535.4691076,1249.427918,2373.021775,3679.633867,4050.343249,,,,,,,,,,,,,,,
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,8,535.4691076,1276.887872,2443.935927,3707.093822,4050.343249,,,,,,,,,,,,,,,
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,9,535.4691076,1318.077803,2471.395881,3707.093822,4077.803204,,,,,,,,,,,,,,,
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,10,481.8061367,1359.267735,2471.395881,3720.823799,4077.803204,,,,,,,,,,,,,,,
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,11,466.819222,1414.187643,2512.585812,3693.363844,4091.533181,,,,,,,,,,,,,,,
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,12,439.3592677,1414.187643,2512.585812,3632.456002,4075.129769,1,1,1,1,1,439.3592677,1414.187643,2512.585812,3632.456002,4075.129769,,,,,
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,13,411.8993135,1414.187643,2498.855835,3610.983982,4050.343249,1,1,1,2,1,411.8993135,1414.187643,2498.855835,,4050.343249,,,,3610.983982,
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,14,360.6049118,1414.187643,2471.395881,3556.064073,4009.153318,1,1,2,2,2,360.6049118,1414.187643,,,,,,2471.395881,3556.064073,4009.153318
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,15,343.2494279,1423.75607,2457.665904,3542.334096,3939.258106,1,1,2,2,2,343.2494279,1423.75607,,,,,,2457.665904,3542.334096,3939.258106
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,16,343.2494279,1427.91762,2445.64343,3532.872878,3903.12041,1,2,2,2,2,343.2494279,,,,,,1427.91762,2445.64343,3532.872878,3903.12041
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,17,343.2494279,1427.91762,2443.935927,3528.604119,3899.313501,1,2,2,2,2,343.2494279,,,,,,1427.91762,2443.935927,3528.604119,3899.313501
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,18,329.5194508,1427.91762,2443.935927,3504.027406,3885.583524,2,2,2,2,2,,,,,,329.5194508,1427.91762,2443.935927,3504.027406,3885.583524
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,19,302.0594966,1427.91762,2443.935927,3514.874142,3860.851739,2,2,2,2,2,,,,,,302.0594966,1427.91762,2443.935927,3514.874142,3860.851739
24,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M1.wav,bud_M1.TextGrid,0.207555697,20,269.2468263,1427.91762,2430.438507,3548.22959,3858.12357,2,2,2,2,2,,,,,,269.2468263,1427.91762,2430.438507,3548.22959,3858.12357
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,0,508.0091533,1112.128146,2279.176201,3607.335642,4118.60882,,1,1,1,1,,1112.128146,2279.176201,3607.335642,4118.60882,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,1,549.1990847,1152.052285,2371.531717,3569.79405,4118.993135,,,,,,,,,,,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,2,562.9290618,1153.318078,2389.016018,3569.79405,4118.993135,,,,,,,,,,,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,3,562.9290618,1194.508009,2389.016018,3569.79405,4091.533181,,,,,,,,,,,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,4,562.9290618,1235.697941,2389.016018,3556.064073,4091.533181,,,1,,,,,2389.016018,,,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,5,562.9290618,1196.953836,2389.016018,3556.064073,4105.263158,,,1,,,,,2389.016018,,,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,6,562.9290618,1220.403089,2389.016018,3586.088828,4118.993135,,,1,,,,,2389.016018,,,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,7,590.389016,1233.394003,2389.016018,3652.173913,4173.913043,,,,,,,,,,,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,8,604.1189931,1240.829102,2416.475973,3624.713959,4173.913043,,,,,,,,,,,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,9,617.8489703,1257.076468,2464.48112,3638.443936,4187.643021,,,,,,,,,,,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,10,604.1189931,1227.069583,2485.125858,3679.633867,4187.643021,,,,,,,,,,,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,11,604.1189931,1249.427918,2485.125858,3691.105338,4173.913043,,,,,,,,,,,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,12,590.389016,1249.427918,2485.125858,3734.553776,4173.913043,1,1,,1,1,590.389016,1249.427918,,3734.553776,4173.913043,,,,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,13,576.6590389,1249.427918,2485.125858,3775.743707,4173.913043,1,1,1,2,1,576.6590389,1249.427918,2485.125858,,4173.913043,,,,3775.743707,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,14,576.6590389,1263.157895,2485.125858,3705.418884,4123.529053,1,1,1,2,1,576.6590389,1263.157895,2485.125858,,4123.529053,,,,3705.418884,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,15,588.7499462,1276.887872,2498.855835,3652.173913,4118.993135,1,1,2,2,1,588.7499462,1276.887872,,,4118.993135,,,2498.855835,3652.173913,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,16,604.1189931,1290.617849,2498.855835,3610.983982,4118.993135,1,1,2,1,1,604.1189931,1290.617849,,3610.983982,4118.993135,,,2498.855835,,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,17,604.1189931,1290.617849,2512.585812,3583.524027,4091.533181,1,1,1,2,1,604.1189931,1290.617849,2512.585812,,4091.533181,,,,3583.524027,
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,18,604.1189931,1276.887872,2526.315789,3576.377735,4050.343249,2,2,2,2,2,,,,,,604.1189931,1276.887872,2526.315789,3576.377735,4050.343249
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,19,604.1189931,1261.72477,2526.315789,3569.79405,4009.153318,2,2,2,2,2,,,,,,604.1189931,1261.72477,2526.315789,3569.79405,4009.153318
25,M1,M,/u/,vc,hut,uvc,Muvc,bud,bud_M11UF.wav,bud_M11UF.TextGrid,0.145621417,20,604.1189931,1235.697941,2526.315789,3566.585613,4009.153318,2,2,2,2,2,,,,,,604.1189931,1235.697941,2526.315789,3566.585613,4009.153318
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,0,485.3666543,1205.616928,2279.176201,3418.764302,3954.23341,,,1,,,,,2279.176201,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,1,520.0028032,1258.050728,2128.146453,3418.764302,4009.804029,,,,,,,,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,2,538.312517,1293.571953,2073.226545,3432.494279,4033.556098,,,,,,,,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,3,530.6131545,1306.900512,1977.116705,3432.844423,4036.613272,,,,,,,,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,4,522.3274858,1309.761324,1922.196796,3446.224256,4036.613272,,,,,,,,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,5,502.2866271,1304.397403,1860.337535,3391.304348,4036.613272,,,,,,,,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,6,493.6017306,1331.80778,1881.006865,3350.114416,4022.883295,,,,,,,,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,7,489.0919057,1345.537757,1839.816934,3322.654462,3998.649718,,,,,,,,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,8,508.0091533,1345.537757,1839.816934,3350.114416,3995.423341,,,,,,,,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,9,474.5115469,1372.997712,1839.816934,3363.844394,3981.693364,,,,,,,,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,10,508.0091533,1414.187643,1812.356979,3322.654462,3995.423341,,,,,,,,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,11,508.0091533,1427.91762,1798.627002,3187.911065,3979.458643,,,,,,,,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,12,466.819222,1427.91762,1798.627002,3058.210646,3966.623043,,1,,,,,1427.91762,,,,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,13,490.8415658,1455.377574,1798.627002,2951.94508,3927.637974,1,1,1,1,2,490.8415658,1455.377574,1798.627002,2951.94508,,,,,,3927.637974
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,14,549.1990847,1520.118535,1798.627002,2869.565217,3879.109428,1,1,1,1,1,549.1990847,1520.118535,1798.627002,2869.565217,3879.109428,,,,,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,15,539.8288835,1537.757437,1798.627002,2855.83524,3845.483537,1,1,1,2,1,539.8288835,1537.757437,1798.627002,,3845.483537,,,,2855.83524,
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,16,535.4691076,1535.158915,1798.627002,2855.83524,3830.663616,1,2,1,2,2,535.4691076,,1798.627002,,,,1535.158915,,2855.83524,3830.663616
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,17,535.4691076,1512.051309,1798.627002,2855.83524,3792.993273,1,2,2,2,2,535.4691076,,,,,,1512.051309,1798.627002,2855.83524,3792.993273
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,18,535.4691076,1482.837529,1805.722523,2865.107213,3780.493467,2,2,2,2,2,,,,,,535.4691076,1482.837529,1805.722523,2865.107213,3780.493467
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,19,480.5491991,1482.837529,1812.356979,2869.565217,3775.743707,2,2,2,2,2,,,,,,480.5491991,1482.837529,1812.356979,2869.565217,3775.743707
26,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M2.wav,bird_M2.TextGrid,0.25993535,20,454.742752,1469.107551,1833.347276,2855.83524,3763.906729,2,2,2,2,2,,,,,,454.742752,1469.107551,1833.347276,2855.83524,3763.906729
27,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M21SQ.wav,bird_M21SQ.TextGrid,0.188070682,0,521.7391304,1263.157895,2251.716247,3405.034325,4077.803204,,,,1,1,,,,3405.034325,4077.803204,,,,,
27,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M21SQ.wav,bird_M21SQ.TextGrid,0.188070682,1,535.4691076,1290.617849,2181.328913,3407.598095,4077.803204,,,,,,,,,,,,,,,
27,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M21SQ.wav,bird_M21SQ.TextGrid,0.188070682,2,535.4691076,1331.80778,2141.87643,3363.844394,4077.803204,,,,,,,,,,,,,,,
27,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M21SQ.wav,bird_M21SQ.TextGrid,0.188070682,3,504.9037202,1345.537757,2141.87643,3322.654462,4077.803204,,,,,,,,,,,,,,,
27,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M21SQ.wav,bird_M21SQ.TextGrid,0.188070682,4,494.2791762,1372.997712,2100.686499,3322.654462,4077.803204,,,,,,,,,,,,,,,
27,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M21SQ.wav,bird_M21SQ.TextGrid,0.188070682,5,494.2791762,1399.77436,2036.664893,3333.992869,4077.803204,,,,,,,,,,,,,,,
27,M2,M,/u/,vrc,hurt,uvrc,Muvrc,bird,bird_M21SQ.wav,bird_M21SQ.TextGrid,0.188070682,6,480.5491991,1427.91762,1990.846682,3350.114416,4105.263158,,,,,,,,,,,,,,,
